002684	猛狮科技	105.88	77.80	77.80	1	2	1	709	77.80	50.00	20150804	2	20121107,20150804	20141017
002690	美亚光电	34.55	32.94	32.94	1	2	1	59	32.94	50.00	20150812	2	20121207,20150812	20130204
002692	远程电缆	50.70	32.46	-7.23	2	4	3	182	26.22	50.00	20150810	2	20121009,20130419,20140409,20150810	20130225,20131018,20141121
002708	光洋股份	11.98	3.52	3.52	1	2	1	28	3.52	50.00	20150810	2	20140730,20150810	20140827
300059	东方财富	13.87	20.04	-9.60	2	4	3	146	14.04	50.00	20150810	2	20100719,20110422,20131231,20150810	20101223,20130425,20140516
300067	安诺其	84.25	61.60	-26.53	3	6	5	87	32.22	50.00	20150807	2	20100713,20101019,20110624,20131105,20141212,20150807	20100820,20110406,20130227,20140304,20150326
300085	银之杰	9.10	2.49	2.49	1	2	1	997	2.49	50.00	20150807	2	20101025,20150807	20130718
300091	金通灵	206.64	77.81	-14.75	3	6	5	237	51.64	50.00	20150807	2	20110518,20111027,20120503,20140401,20150302,20150807	20110802,20120320,20131014,20140423,20150616
300138	晨光生物	14.16	39.08	-30.60	2	4	3	80	21.01	50.00	20150805	2	20110603,20130705,20150120,20150805	20130315,20130917,20150416
300183	东软载波	38.16	26.69	-11.15	2	4	3	197	20.47	50.00	20150806	2	20120613,20130506,20130819,20150806	20130221,20130708,20140716
300238	冠昊生物	12.88	3.39	3.39	1	2	1	407	3.39	50.00	20150807	2	20120117,20150807	20130227
300248	新开普	71.37	74.06	-17.96	2	4	3	154	43.47	50.00	20150804	2	20111012,20130506,20131021,20150804	20130207,20130620,20140711
600588	用友网络	184.41	159.79	-33.69	7	14	13	164	40.27	50.00	20150810	2	20011102,20020624,20030401,20030923,20040719,20071120,20080424,20100603,20110412,20111026,20120614,20130711,20140521,20150810	20020530,20020829,20030618,20040413,20050916,20080226,20090106,20100823,20110728,20120326,20130221,20131017,20150209
600690	青岛海尔	85.08	61.39	-29.65	7	14	13	206	22.87	50.00	20150811	2	19940202,19941215,19980424,20000524,20010220,20020612,20050121,20080408,20100210,20110607,20120831,20130417,20140522,20150811	19940916,19960530,20000218,20001124,20010726,20041125,20060209,20090623,20100804,20120625,20121023,20130426,20140918
601222	林洋电子	90.92	92.55	-17.04	2	4	3	187	51.44	50.00	20150805	2	20111012,20140116,20141120,20150805	20120926,20140709,20150608
601328	交通银行	-55.94	4.13	-38.11	3	6	5	406	2.48	50.00	20150814	2	20080303,20091012,20091229,20110815,20120530,20150814	20090521,20091125,20110314,20120514,20141119
300302	同有科技	82.94	85.67	85.67	1	2	1	314	85.67	50.00	20150810	2	20121207,20150810	20131017
601567	三星电气	31.43	21.19	-6.25	2	4	3	285	17.48	50.00	20150807	2	20111013,20120801,20130419,20150807	20120320,20130219,20140423
601766	中国南车	-19.16	18.89	-34.40	3	6	5	196	12.95	50.00	20150806	2	20100322,20110411,20120620,20130411,20140210,20150806	20101115,20120509,20121120,20130822,20140916
601818	光大银行	61.21	52.77	-9.83	2	4	3	495	39.25	50.00	20150813	2	20100930,20120620,20150310,20150813	20120306,20141218,20150528
300339	润和软件	273.47	211.03	-10.19	2	4	3	196	124.37	50.00	20150810	2	20121101,20140114,20141124,20150810	20130516,20140428,20150608
603456	九洲药业	30.20	40.88	40.88	1	2	1	73	40.88	50.00	20150810	2	20150120,20150810	20150403
300350	华鹏飞	64.46	66.14	66.14	1	2	1	643	66.14	50.00	20150810	2	20121010,20150810	20140715
300359	全通教育	158.25	102.06	102.06	1	2	1	94	102.06	50.00	20150807	2	20140513,20150807	20140815
300367	东方网力	64.72	56.94	56.94	1	2	1	154	56.94	50.00	20150810	2	20140523,20150810	20141024
300378	鼎捷软件	13.98	17.53	17.53	1	2	1	63	17.53	50.00	20150810	2	20140507,20150810	20140709
300380	安硕信息	88.63	61.03	61.03	1	2	1	132	61.03	50.00	20150805	2	20140508,20150805	20140917
300405	科隆精化	25.89	13.99	13.99	1	2	1	58	13.99	50.00	20150804	2	20150217,20150804	20150416
000509	华塑控股	2284.00	146.17	-176.92	9	19	15	323	56.96	47.37	20150804	2	19930730,19941215,19970620,19990108,20010920,20021220,20030414,20040601,20060508,20080229,20080903,20080922,20081022,20090904,20100707,20120220,20140505,20141121,20150804	19940920,19961030,19980427,20010425,20020902,20030221,20040216,20060124,20061228,20090218,20091125,20101015,20130906,20140827,20150420
000012	南  玻Ａ	3939.48	255.55	-55.71	8	17	16	297	113.37	47.06	20150805	2	19921126,19930519,19941215,19960110,19970827,20001121,20031119,20040910,20050607,20051209,20061120,20080219,20080328,20080922,20110608,20130905,20150805	19930303,19940919,19951009,19960510,20001026,20030318,20040331,20050330,20050923,20061012,20070925,20080310,20080529,20090219,20130620,20140918
000948	南天信息	116.26	81.80	-36.78	6	13	12	187	35.94	46.15	20150805	2	20000522,20011026,20021203,20030725,20040623,20051102,20080903,20090623,20100713,20110510,20121207,20131227,20150805	20010108,20020906,20030307,20040226,20050829,20070301,20090417,20090812,20101130,20120417,20130415,20140113
600310	桂东电力	140.76	124.56	-21.70	5	11	10	196	43.13	45.45	20150811	2	20020131,20030813,20040719,20050524,20051109,20080411,20091013,20111014,20131118,20150217,20150811	20030307,20040109,20050420,20050718,20060607,20090218,20100715,20131023,20141015,20150610
